id,street_id,ward_id,district_id,city_id,country_id,full_address,created_at,updated_at,tsv
2675134,15008,9270,611,54,1,"Phố Lê Đại Hành, Xã Phú Xuân, Thành phố Thái Bình, Tỉnh Thái Bình",2018-06-21 23:50:29,2018-06-21 23:50:29,"binh':11A,14A 'dai':3A 'hanh':4A 'le':2A 'pho':1A,9A 'phu':6A 'thai':10A,13A 'thanh':8A 'tinh':12A 'xa':5A 'xuan':7A"
2675145,927,98,7,1,1,"Đường Tân Xuân 1, Xã Thới Tam Thôn, Huyện Hóc Môn, Thành phố Hồ Chí Minh",2018-06-22 3:14:18,2018-06-22 3:14:18,1':4A 'chi':15A 'duong':1A 'ho':14A 'hoc':10A 'huyen':9A 'minh':16A 'mon':11A 'pho':13A 'tam':7A 'tan':2A 'thanh':12A 'thoi':6A 'thon':8A 'xa':5A 'xuan':3A
2674849,10518,3624,258,23,1,"Đường Hoàng Minh Châu, Phường Long Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai",2018-06-12 8:27:41,2018-06-12 8:27:41,bien':10A 'binh':7A 'chau':4A 'dong':13A 'duong':1A 'hoa':11A 'hoang':2A 'long':6A 'minh':3A 'nai':14A 'pho':9A 'phuong':5A 'thanh':8A 'tinh':12A
2674893,10591,3647,259,23,1,"Đường 765, Xã Lâm San, Huyện Cẩm Mỹ, Tỉnh Đồng Nai",2018-06-20 12:07:09,2018-06-20 12:07:09,765':2A 'cam':7A 'dong':10A 'duong':1A 'huyen':6A 'lam':4A 'nai':11A 'san':5A 'tinh':9A 'xa':3A
2674897,861,99,7,1,1,"Đường Đỗ Văn Dậy, Xã Trung Chánh, Huyện Hóc Môn, Thành phố Hồ Chí Minh",2018-06-20 12:07:44,2018-06-20 12:07:44,chanh':7A 'chi':14A 'day':4A 'duong':1A 'ho':13A 'hoc':9A 'huyen':8A 'minh':15A 'mon':10A 'pho':12A 'thanh':11A 'trung':6A 'van':3A 'xa':5A
2674901,10269,3264,227,20,1,"Đường Lê Duẩn, Phường Thành Công, Thành phố Buôn Ma Thuột, Tỉnh Đắk Lắk",2018-06-20 12:13:11,2018-06-20 12:13:11,"buon':9A 'cong':6A 'dak':13A 'duan':3A 'duong':1A 'lak':14A 'le':2A 'ma':10A 'pho':8A 'phuong':4A 'thanh':5A,7A 'thuot':11A 'tinh':12A"
2674907,11149,4443,313,27,1,"Đường Quốc lộ 1A, Xã Châu Sơn, Thành phố Phủ Lý, Tỉnh Hà Nam",2018-06-20 12:18:47,2018-06-20 12:18:47,1a':4A 'chau':6A 'duong':1A 'ha':13A 'lo':3A 'ly':11A 'nam':14A 'pho':9A 'phu':10A 'quoc':2A 'son':7A 'thanh':8A 'tinh':12A 'xa':5A
2674909,16600,10500,667,58,1,"Đường Tỉnh lộ 864, Phường 3, Thành phố Mỹ Tho, Tỉnh Tiền Giang",2018-06-20 12:19:14,2018-06-20 12:19:14,"3':6A '864':4A 'duong':1A 'giang':13A 'lo':3A 'pho':8A 'phuong':5A 'thanh':7A 'tho':10A 'tien':12A 'tinh':2A,11A"
2674913,3630,374,27,2,1,"đường Nguyễn Hoàng Tôn, Xã Phú Diễn, Quận Bắc Từ Liêm, Thành phố Hà Nội",2018-06-20 12:24:24,2018-06-20 12:24:24,bac':9A 'dien':7A 'duong':1A 'ha':14A 'hoang':3A 'liem':11A 'nguyen':2A 'noi':15A 'pho':13A 'phu':6A 'quan':8A 'thanh':12A 'ton':4A 'tu':10A 'xa':5A
2674914,10482,3621,258,23,1,"Đường 3, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai",2018-06-20 12:24:34,2018-06-20 12:24:34,"3':2A 'bien':8A 'dong':11A 'duong':1A 'ho':4A 'hoa':9A 'nai':5A,12A 'pho':7A 'phuong':3A 'thanh':6A 'tinh':10A"
2674915,16475,10457,664,58,1,"Đường Trần Công Tường, Phường 1, Thị xã Gò Công, Tỉnh Tiền Giang",2018-06-20 12:27:20,2018-06-20 12:27:20,"1':6A 'cong':3A,10A 'duong':1A 'giang':13A 'go':9A 'phuong':5A 'thi':7A 'tien':12A 'tinh':11A 'tran':2A 'tuong':4A 'xa':8A"
2674916,11869,5540,372,33,1,"Đường Lê Văn Tâm, Xã Vĩnh Ngọc, Thành phố Nha Trang, Tỉnh Khánh Hòa",2018-06-20 12:28:49,2018-06-20 12:28:49,duong':1A 'hoa':14A 'khanh':13A 'le':2A 'ngoc':7A 'nha':10A 'pho':9A 'tam':4A 'thanh':8A 'tinh':12A 'trang':11A 'van':3A 'vinh':6A 'xa':5A
2674917,3516,335,25,2,1,"Phố Cửa Đông, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội",2018-06-20 12:29:04,2018-06-20 12:29:04,"ba':8A 'bach':6A 'cua':2A 'dinh':9A 'dong':3A 'ha':12A 'noi':13A 'pho':1A,11A 'phuong':4A 'quan':7A 'thanh':10A 'truc':5A"
2674918,12944,7133,470,41,1,"Đường Đặng Như Mai, Xã Nghi Kim, Thành phố Vinh, Tỉnh Nghệ An",2018-06-20 12:30:11,2018-06-20 12:30:11,dang':2A 'duong':1A 'kim':7A 'mai':4A 'nghe':12A 'nghi':6A 'nhu':3A 'pho':9A 'thanh':8A 'tinh':11A 'vinh':10A 'xa':5A
2674922,15953,10253,652,57,1,"Đường Nguyễn Phong Sắc, Phường Xuân Phú, Thành phố Huế, Tỉnh Thừa Thiên Huế",2018-06-20 12:33:12,2018-06-20 12:33:12,"duong':1A 'hue':10A,14A 'nguyen':2A 'pho':9A 'phong':3A 'phu':7A 'phuong':5A 'sac':4A 'thanh':8A 'thien':13A 'thua':12A 'tinh':11A 'xuan':6A"
2674923,11692,5497,369,33,1,"Đường 2, Xã Diên Toàn, Huyện Diên Khánh, Tỉnh Khánh Hòa",2018-06-20 12:34:20,2018-06-20 12:34:20,"2':2A 'dien':4A,7A 'duong':1A 'hoa':11A 'huyen':6A 'khanh':8A,10A 'tinh':9A 'toan':5A 'xa':3A"
2674924,2338,242,18,1,1,"Đường Dương Thiệu Tước, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh",2018-06-20 12:36:10,2018-06-20 12:36:10,"chi':14A 'duong':1A,2A 'ho':13A 'minh':15A 'pho':12A 'phu':10A 'phuong':5A 'quan':8A 'tan':9A 'tay':6A 'thanh':7A,11A 'thieu':3A 'tuoc':4A"
2674925,654,71,5,1,1,"Đường Trần Văn Chẩm, Xã Bình Mỹ, Huyện Củ Chi, Thành phố Hồ Chí Minh",2018-06-20 12:36:13,2018-06-20 12:36:13,"binh':6A 'cham':4A 'chi':10A,14A 'cu':9A 'duong':1A 'ho':13A 'huyen':8A 'minh':15A 'pho':12A 'thanh':11A 'tran':2A 'van':3A 'xa':5A"
2674930,12013,5528,372,33,1,"Đường Tô Hiến Thành, Phường Phước Long, Thành phố Nha Trang, Tỉnh Khánh Hòa",2018-06-20 12:41:47,2018-06-20 12:41:47,"duong':1A 'hien':3A 'hoa':14A 'khanh':13A 'long':7A 'nha':10A 'pho':9A 'phuoc':6A 'phuong':5A 'thanh':4A,8A 'tinh':12A 'trang':11A"
2674931,4350,564,37,2,1,"Phố Hàng Tre, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội",2018-06-20 12:42:23,2018-06-20 12:42:23,"cua':5A 'ha':12A 'hang':2A 'hoan':8A 'kiem':9A 'nam':6A 'noi':13A 'pho':1A,11A 'phuong':4A 'quan':7A 'thanh':10A 'tre':3A"
2674941,1879,187,14,1,1,"Đường 7, Phường Cát Lái, Quận 2, Thành phố Hồ Chí Minh",2018-06-20 12:50:18,2018-06-20 12:50:18,2':7A '7':2A 'cat':4A 'chi':11A 'duong':1A 'ho':10A 'lai':5A 'minh':12A 'pho':9A 'phuong':3A 'quan':6A 'thanh':8A
2674942,7623,1296,86,6,1,"Đường Long Bình, Xã Phước Lợi, Huyện Bến Lức, Tỉnh Long An",2018-06-20 12:50:44,2018-06-20 12:50:44,"ben':8A 'binh':3A 'duong':1A 'huyen':7A 'loi':6A 'long':2A,11A 'luc':9A 'phuoc':5A 'tinh':10A 'xa':4A"
